class,genus,species,synonyms,common_names,status
INSECTA,Pseudochazara,amymone,,,VU
INSECTA,Pseudochazara,cingovskii,,Macedonian grayling,CR
INSECTA,Pseudochazara,euxina,Satyrus euxina  ,,EN
INSECTA,Pseudochazara,orestes,,Dils' grayling,VU
MAMMALIA,Pseudocheirus,occidentalis,,Western ringtail possum,VU
MAMMALIA,Pseudochirops,coronatus,,Reclusive ringtail,VU
MAMMALIA,Pseudochirulus,schlegeli,Pseudochirulus schlegeli  ,Arfak ringtail,VU
INSECTA,Pseudocotalpa,giulianii,,Giuliani's dune scarab beetle,VU
AMPHIBIA,Pseudoeurycea,ahuitzotl,,,CR
AMPHIBIA,Pseudoeurycea,altamontana,Bolitoglossa  altamontana|Oedipus altamontanus ,Morelos false brook salamander,EN
AMPHIBIA,Pseudoeurycea,anitae,,,CR
AMPHIBIA,Pseudoeurycea,aquatica,,Aquatic salamander,CR
AMPHIBIA,Pseudoeurycea,aurantia,,,VU
AMPHIBIA,Pseudoeurycea,bellii,,Bell's false brook salamander,VU
AMPHIBIA,Pseudoeurycea,boneti,,,VU
AMPHIBIA,Pseudoeurycea,brunnata,,Brown false brook salamander,CR
AMPHIBIA,Pseudoeurycea,cochranae,,,EN
AMPHIBIA,Pseudoeurycea,conanti,,,EN
AMPHIBIA,Pseudoeurycea,exspectata,,Jalpa false brook salamander,CR
AMPHIBIA,Pseudoeurycea,firscheini,,,EN
AMPHIBIA,Pseudoeurycea,gadovii,Bolitoglossa  gadovii|Oedipus  gadovii ,Gadow's false brook salamander,EN
AMPHIBIA,Pseudoeurycea,gigantea,,,CR
AMPHIBIA,Pseudoeurycea,goebeli,Oedipus  goebeli ,Goebel's false brook salamander,CR
AMPHIBIA,Pseudoeurycea,juarezi,,,CR
AMPHIBIA,Pseudoeurycea,leprosa,Bolitoglossa  leprosa|Eurycea  leprosus|Geotriton  laticeps|Geotriton  leprosus|Oedipus  leprosus|Oedipus  orizabensis|Spelerpes orizabensis |Spelerpes  gibbicaudus |Spelerpes  laticeps |Spelerpes  leprosus ,Leprous false brook salamander,VU
AMPHIBIA,Pseudoeurycea,lineola,Lineatriton lineolus  |Pseudoeurycea lineolus  ,,EN
AMPHIBIA,Pseudoeurycea,longicauda,,Longtail false brook salamander,EN
AMPHIBIA,Pseudoeurycea,lynchi,,,CR
AMPHIBIA,Pseudoeurycea,melanomolga,,,EN
AMPHIBIA,Pseudoeurycea,mystax,,Mustache false brook salamander,EN
AMPHIBIA,Pseudoeurycea,naucampatepetl,,Cofre de Perote salamander,CR
AMPHIBIA,Pseudoeurycea,nigra,Ixalotriton niger  |Pseudoeurycea niger  ,,CR
AMPHIBIA,Pseudoeurycea,nigromaculata,,Black-spotted false brook salamander,CR
AMPHIBIA,Pseudoeurycea,orchileucos,Lineatriton orchileucos,Sierra de Juarez worm salamander,EN
AMPHIBIA,Pseudoeurycea,orchimelas,Lineatriton orchimelas,San Martin worm salamander ,EN
AMPHIBIA,Pseudoeurycea,parva,Ixalotriton parva  ,Dwarf false brook salamander,CR
AMPHIBIA,Pseudoeurycea,praecellens,,,CR
AMPHIBIA,Pseudoeurycea,rex,Oedipus  rex ,Royal false brook salamander,CR
AMPHIBIA,Pseudoeurycea,robertsi,,,CR
AMPHIBIA,Pseudoeurycea,saltator,,,CR
AMPHIBIA,Pseudoeurycea,scandens,,Tamaulipan false brook salamander,VU
AMPHIBIA,Pseudoeurycea,smithi,,Smith's false brook salamander,CR
AMPHIBIA,Pseudoeurycea,tenchalli,,,EN
AMPHIBIA,Pseudoeurycea,teotepec,,,EN
AMPHIBIA,Pseudoeurycea,tlahcuiloh,,,CR
AMPHIBIA,Pseudoeurycea,unguidentis,,,CR
AMPHIBIA,Pseudoeurycea,werleri,,,EN
AMPHIBIA,Pseudohynobius,flavomaculatus,Ranodon flavomaculatus  ,Yellow-spotted salamander,VU
AMPHIBIA,Pseudohynobius,shuichengensis,,,VU
INSECTA,Pseudomyrmex,leptosus,,,VU
MAMMALIA,Pseudomys,australis,,Plains mouse,VU
MAMMALIA,Pseudomys,calabyi,,Kakadu pebble mouse,VU
MAMMALIA,Pseudomys,fieldi,Pseudomys praeconis  ,Shark Bay mouse,VU
MAMMALIA,Pseudomys,fumeus,,Smoky mouse,EN
MAMMALIA,Pseudomys,novaehollandiae,,New Holland mouse,VU
MAMMALIA,Pseudomys,oralis,,Hastings River mouse,VU
AVES,Pseudonestor,xanthophrys,,Maui parrotbill,CR
AMPHIBIA,Pseudophilautus,alto,Philautus alto  ,,EN
AMPHIBIA,Pseudophilautus,amboli,Philautus amboli|Philautus sp. nov. 'Amboli Forest',,CR
AMPHIBIA,Pseudophilautus,asankai,Philautus asankai  ,,EN
AMPHIBIA,Pseudophilautus,auratus,Philautus auratus,,EN
AMPHIBIA,Pseudophilautus,caeruleus,Philautus caeruleus  ,,EN
AMPHIBIA,Pseudophilautus,cavirostris,Philautus cavirostris  |Polypedates cavirostris  ,,EN
AMPHIBIA,Pseudophilautus,cuspis,Philautus cuspis  ,,EN
AMPHIBIA,Pseudophilautus,decoris,Philautus decoris  ,,EN
AMPHIBIA,Pseudophilautus,femoralis,Ixalus femoralis  |Ixalus fergasonii  |Ixalus pulchellus  |Philautus femoralis  ,,EN
AMPHIBIA,Pseudophilautus,folicola,Philautus folicola  ,,EN
AMPHIBIA,Pseudophilautus,frankenbergi,Philautus frankenbergi  ,,EN
AMPHIBIA,Pseudophilautus,fulvus,Philautus fulvus  ,,EN
AMPHIBIA,Pseudophilautus,hallidayi,Philautus hallidayi  ,,VU
AMPHIBIA,Pseudophilautus,hoffmanni,Philautus hoffmanni  ,,EN
AMPHIBIA,Pseudophilautus,limbus,Philautus limbus  ,,CR
AMPHIBIA,Pseudophilautus,lunatus,Philautus lunatus,,CR
AMPHIBIA,Pseudophilautus,macropus,Ixalus macropus  |Philautus macropus  ,,CR
AMPHIBIA,Pseudophilautus,microtympanum,Philautus microtympanum  |Polypedates microtympanum  ,,EN
AMPHIBIA,Pseudophilautus,mittermeieri,Philautus mittermeieri  ,,EN
AMPHIBIA,Pseudophilautus,mooreorum,Philautus mooreorum  ,,EN
AMPHIBIA,Pseudophilautus,nemus,Philautus nemus  ,,CR
AMPHIBIA,Pseudophilautus,ocularis,Philautus ocularis,,CR
AMPHIBIA,Pseudophilautus,papillosus,Philautus papillosus,,CR
AMPHIBIA,Pseudophilautus,pleurotaenia,Philautus pleurotaenia  |Rhacophorus pleurotaenia  ,,EN
AMPHIBIA,Pseudophilautus,poppiae,Philautus poppiae,,EN
AMPHIBIA,Pseudophilautus,procax,Philautus procax,,CR
AMPHIBIA,Pseudophilautus,reticulatus,Philautus reticulatus  |Polypedates reticulatus  ,,EN
AMPHIBIA,Pseudophilautus,sarasinorum,Ixalus sarasinorum  |Philautus sarasinorum  ,,EN
AMPHIBIA,Pseudophilautus,schmarda,Philautus schmarda  |Polypedates schmardanus  ,,EN
AMPHIBIA,Pseudophilautus,silus,Philautus silus  ,,EN
AMPHIBIA,Pseudophilautus,silvaticus,Philautus silvaticus,,EN
AMPHIBIA,Pseudophilautus,simba,Philautus simba,,CR
AMPHIBIA,Pseudophilautus,singu,Philautus singu  ,Sri Lanka short-horned shrub-frog ,EN
AMPHIBIA,Pseudophilautus,steineri,Philautus steineri  ,,EN
AMPHIBIA,Pseudophilautus,stuarti,Philautus stuarti  ,,EN
AMPHIBIA,Pseudophilautus,tanu,Philautus tanu  ,Sri Lanka petite shrub-frog,EN
AMPHIBIA,Pseudophilautus,wynaadensis,Philautus wynaadensis  |Phyllomedusa? wynaadensis  ,,EN
AMPHIBIA,Pseudophilautus,zorro,Philautus zorro  ,,EN
INSECTA,Pseudophilotes,sinaicus,,Sinai baton blue,CR
AMPHIBIA,Pseudophryne,australis,,Red-crowned toadlet,VU
AMPHIBIA,Pseudophryne,corroboree,,Corroboree frog,CR
AMPHIBIA,Pseudophryne,covacevichae,,Magnificent broodfrog,EN
AMPHIBIA,Pseudophryne,pengilleyi,,Northern corroboree frog,EN
AMPHIBIA,Pseudorana,weiningensis,Rana weiningensis  ,,VU
MAMMALIA,Pseudoryx,nghetinhensis,,,CR
INSECTA,Pseudosaga,maraisi,,Marais' lace-winged katydid,CR
INSECTA,Pseudosphegesthes,bergeri,,,EN
AVES,Psittacara,chloropterus,Aratinga chloroptera,Hispaniolan parakeet,VU
AVES,Psittacara,euops,Aratinga euops,Cuban parakeet,VU
AVES,Psittacula,eques,Psittacula echo echo|Psittacula echo echo,Echo parakeet,EN
AVES,Psittacus,erithacus,,Grey parrot,VU
AVES,Psittacus,timneh,,Timneh parrot,VU
AVES,Psittirostra,psittacea,,Ou,CR
AVES,Psittrichas,fulgidus,,Pesquet's parrot,VU
AVES,Psophia,dextralis,,Olive-winged trumpeter,EN
AVES,Psophia,obscura,,Black-winged trumpeter,CR
AVES,Psophia,viridis,,Green-winged trumpeter,VU
INSECTA,Psorodonotus,ebneri,,Calbali bush-cricket,CR
INSECTA,Psychomastax,deserticola,,Desert monkey grasshopper,VU
AMPHIBIA,Psychrophrynella,adenopleura,Phrynopus adenopleurus  |Psychrophrynella adenopleurus  ,,VU
AMPHIBIA,Psychrophrynella,ankohuma,Phrynopus ankohuma,,VU
AMPHIBIA,Psychrophrynella,bagrecitoi,Phrynopus bagrecitoi  ,,VU
AMPHIBIA,Psychrophrynella,boettgeri,Phrynopus boettgeri,,EN
AMPHIBIA,Psychrophrynella,chacaltaya,Phrynopus chacaltaya,,VU
AMPHIBIA,Psychrophrynella,guillei,Phrynopus guillei,,CR
AMPHIBIA,Psychrophrynella,illampu,Phrynopus illampu,,VU
AMPHIBIA,Psychrophrynella,illimani,Phrynopus illimani  ,,CR
AMPHIBIA,Psychrophrynella,kallawaya,Phrynopus kallawaya  ,,CR
AMPHIBIA,Psychrophrynella,kempffi,Phrynopus kempffi  ,,VU
AMPHIBIA,Psychrophrynella,pinguis,Phrynopus pinguis  ,,VU
AMPHIBIA,Psychrophrynella,quimsacruzis,Phrynopus quimsacruzis,,VU
AMPHIBIA,Psychrophrynella,saltator,Phrynopus saltator  ,,CR
AMPHIBIA,Psychrophrynella,usurpator,,,EN
AMPHIBIA,Psychrophrynella,wettsteini,Phrynopus wettsteini  |Syrrophus laplacai  ,,VU
MAMMALIA,Pteralopex,anceps,,Bougainville monkey-faced bat,EN
MAMMALIA,Pteralopex,atrata,,Guadalcanal monkey-faced bat,EN
MAMMALIA,Pteralopex,flanneryi,,Greater monkey-faced bat,CR
MAMMALIA,Pteralopex,pulchra,,Montane monkey-faced bat,CR
MAMMALIA,Pteralopex,taki,,New Georgia monkey-faced bat,EN
AVES,Pternistis,camerunensis,Francolinus camerunensis,Mount Cameroon francolin,EN
AVES,Pternistis,harwoodi,Francolinus harwoodi,Harwood's francolin,VU
AVES,Pternistis,ochropectus,Francolinus ochropectus,Djibouti francolin,CR
AVES,Pternistis,swierstrai,Francolinus swierstrai,Swierstra's francolin,EN
INSECTA,Pternoscirtus,aldabrae,Conipoda aldabrae  ,,EN
AVES,Pterodroma,alba,,Phoenix petrel,EN
AVES,Pterodroma,arminjoniana,,Trindade petrel,VU
AVES,Pterodroma,atrata,,Henderson petrel,EN
AVES,Pterodroma,axillaris,,Chatham petrel,EN
AVES,Pterodroma,baraui,,Barau's petrel,EN
AVES,Pterodroma,brevipes,,Collared petrel,VU
AVES,Pterodroma,cahow,,Bermuda petrel,EN
AVES,Pterodroma,caribbaea,,Jamaican petrel,CR
AVES,Pterodroma,cervicalis,,White-necked petrel,VU
AVES,Pterodroma,cookii,Pterodroma cooki cooki,Cook's petrel,VU
AVES,Pterodroma,defilippiana,,Masatierra petrel,VU
AVES,Pterodroma,deserta,,Desertas petrel,VU
AVES,Pterodroma,externa,,Juan Fernandez petrel,VU
AVES,Pterodroma,hasitata,,Black-capped petrel,EN
AVES,Pterodroma,incerta,,Atlantic petrel,EN
AVES,Pterodroma,leucoptera,,White-winged petrel,VU
AVES,Pterodroma,longirostris,,Stejneger's petrel,VU
AVES,Pterodroma,madeira,,Zino's petrel,EN
AVES,Pterodroma,magentae,,Magenta petrel,CR
AVES,Pterodroma,phaeopygia,,Galapagos petrel,CR
AVES,Pterodroma,pycrofti,,Pycroft's petrel,VU
AVES,Pterodroma,sandwichensis,,Hawaiian petrel,VU
AVES,Pterodroma,solandri,,Providence petrel,VU
AVES,Pteroglossus,bitorquatus,,Eastern red-necked Araari,EN
MAMMALIA,Pteromyscus,pulverulentus,,Smoky flying squirrel,EN
MAMMALIA,Pteronotus,paraguanensis,Pteronotus parnellii subspecies paraguanensis,,CR
MAMMALIA,Pteronura,brasiliensis,,Giant otter,EN
MAMMALIA,Pteropus,aldabrensis,Pteropus seychellensis subspecies aldabrensis,Aldabra flying-fox,VU
MAMMALIA,Pteropus,anetianus,,Vanauatu flying fox,VU
MAMMALIA,Pteropus,aruensis,,Aru flying fox,CR
MAMMALIA,Pteropus,cognatus,,Makira flying fox,EN
MAMMALIA,Pteropus,faunulus,,Nicobar flying fox,VU
MAMMALIA,Pteropus,fundatus,,Banks flying fox,EN
MAMMALIA,Pteropus,insularis,Pteropus phaeocephalus  ,Ruck flying fox,CR
MAMMALIA,Pteropus,livingstonii,Pteropus livingstonei,Comoro black flying fox,EN
MAMMALIA,Pteropus,lylei,,Lyle's flying fox,VU
MAMMALIA,Pteropus,mahaganus,,Sanborn's flying fox,VU
MAMMALIA,Pteropus,mariannus,Pteropus keraudren  ,"Marianas flying fox, Micronesian Flying Fox, Marianna Flying Fox, Micronesian Flying-fox, Marianas Fruit Bat, Pagan Island Fruit Bat, Ulithi Fruit Bat",EN
MAMMALIA,Pteropus,melanopogon,,Black-bearded flying fox,EN
MAMMALIA,Pteropus,melanotus,Pteropus edulis  |Pteropus modiglianii  |Pteropus natalis  |Pteropus niadicus  |Pteropus nicobaricus  |Pteropus nicobaricus  |Pteropus tytleri  |Pteropus tytleri  ,Blyth's flying fox,VU
MAMMALIA,Pteropus,molossinus,Pteropus breviceps  ,Pohnpei flying fox,VU
MAMMALIA,Pteropus,niger,Vespertilio vampirus subspecies niger,Greater mascarene flying fox,VU
MAMMALIA,Pteropus,nitendiensis,Pteropus sanctacrucis  ,Temotu flying fox,EN
MAMMALIA,Pteropus,ocularis,,Seram flying fox,VU
MAMMALIA,Pteropus,ornatus,,Ornate flying fox,VU
MAMMALIA,Pteropus,pohlei,,Geelvink Bay flying fox,EN
MAMMALIA,Pteropus,poliocephalus,,Grey-headed flying fox,VU
MAMMALIA,Pteropus,pselaphon,,Bonin flying fox,CR
MAMMALIA,Pteropus,rennelli,,Rennell flying fox,VU
MAMMALIA,Pteropus,rodricensis,Pteropus mascarinus  ,Rodrigues flying fox,CR
MAMMALIA,Pteropus,rufus,,Madagascan flying fox,VU
MAMMALIA,Pteropus,temminckii,,Temminck's flying fox,VU
MAMMALIA,Pteropus,tuberculatus,,Vanikoro flying fox,CR
MAMMALIA,Pteropus,ualanus,,Kosrae flying fox,VU
MAMMALIA,Pteropus,vetulus,,New Caledonia flying fox,VU
MAMMALIA,Pteropus,voeltzkowi,,Pemba flying fox,VU
MAMMALIA,Pteropus,woodfordi,,Dwarf flying fox,VU
MAMMALIA,Pteropus,yapensis,,Yap flying fox,VU
AMPHIBIA,Pterorana,khare,,Indian flying frog,VU
AVES,Ptilinopus,arcanus,,Negros fruit-dove,CR
AVES,Ptilinopus,chalcurus,,Makatea fruit-dove,VU
AVES,Ptilinopus,dohertyi,,Red-naped fruit-dove,VU
AVES,Ptilinopus,granulifrons,,Carunculated fruit-dove,VU
AVES,Ptilinopus,huttoni,,Rapa fruit-dove,VU
AVES,Ptilinopus,insularis,,Henderson fruit-dove,VU
AVES,Ptilinopus,rarotongensis,,Rarotonga fruit-dove,VU
AVES,Ptilinopus,roseicapilla,,Mariana fruit-dove,EN
AVES,Ptilocichla,falcata,,Falcated wren-babbler,VU
AVES,Ptilocichla,leucogrammica,,Bornean wren-babbler,VU
AVES,Ptilopachus,nahani,Francolinus nahani,Nahan's partridge,EN
AMPHIBIA,Ptychadena,broadleyi,,Broadley's ridged frog,EN
AMPHIBIA,Ptychadena,nana,,Somali grassland frog,EN
AMPHIBIA,Ptychadena,newtoni,,Newton's grassland frog,EN
AMPHIBIA,Ptychohyla,dendrophasma,,,CR
AMPHIBIA,Ptychohyla,erythromma,,,EN
AMPHIBIA,Ptychohyla,legleri,Hyla  legleri ,Legler's stream frog,EN
AMPHIBIA,Ptychohyla,leonhardschultzei,,,EN
AMPHIBIA,Ptychohyla,macrotympanum,,,CR
AMPHIBIA,Ptychohyla,panchoi,,,EN
AMPHIBIA,Ptychohyla,salvadorensis,,,EN
AMPHIBIA,Ptychohyla,sanctaecrucis,,,CR
AMPHIBIA,Ptychohyla,spinipollex,,,EN
MAMMALIA,Pudu,mephistophiles,,Northern pudu,VU
MAMMALIA,Pudu,puda,,Southern pudu,VU
AVES,Puffinus,auricularis,,Townsend's shearwater,CR
AVES,Puffinus,bannermani,,Bannerman's shearwater,EN
AVES,Puffinus,bryani,,Bryan's shearwater,CR
AVES,Puffinus,heinrothi,,Heinroth's shearwater,VU
AVES,Puffinus,huttoni,,Hutton's shearwater,EN
AVES,Puffinus,mauretanicus,,Balearic shearwater,CR
AVES,Puffinus,newelli,,Newell's shearwater,EN
AVES,Puffinus,yelkouan,,Yelkouan shearwater,VU
MAMMALIA,Punomys,kofordi,,,VU
MAMMALIA,Punomys,lemminus,,Puna mouse,VU
INSECTA,Purpuraria,erna,,Purpurarian stick grasshopper,EN
INSECTA,Purpuraria,magna,,Lanzarote stick grasshopper,EN
MAMMALIA,Pusa,caspica,Phoca caspica  ,Caspian seal,EN
AVES,Pycnonotus,taivanus,,Taiwan bulbul,VU
AVES,Pycnonotus,xantholaemus,,Yellow-throated bulbul,VU
AVES,Pycnonotus,zeylanicus,,Straw-headed bulbul,VU
MAMMALIA,Pygathrix,cinerea,Pygathrix nemaeus subspecies cinerea,Grey-shanked douc langur,CR
MAMMALIA,Pygathrix,nemaeus,,Red-shanked douc langur,EN
MAMMALIA,Pygathrix,nigripes,Pygathrix moi  ,Black-shanked douc langur,EN
INSECTA,Pyrgacris,descampsi,,,CR
INSECTA,Pyrgacris,relictus,,,CR
INSECTA,Pyrgus,cirsii,Hesperia cirsii,Cinquefoil skipper,VU
AVES,Pyriglena,atra,,Fringe-backed fire-eye,EN
AVES,Pyrilia,vulturina,Gypopsitta vulturina ,Vulturine parrot,VU
INSECTA,Pyrrhosoma,elisabethae,,Greek red damsel,CR
AVES,Pyrrhula,murina,,Azores bullfinch,EN
AVES,Pyrrhura,albipectus,,White-necked parakeet,VU
AVES,Pyrrhura,amazonum,,Santarem parakeet,EN
AVES,Pyrrhura,caeruleiceps,,Perija parakeet,EN
AVES,Pyrrhura,calliptera,,Brown-breasted parakeet,VU
AVES,Pyrrhura,cruentata,,Ochre-marked parakeet,VU
AVES,Pyrrhura,eisenmanni,,Azuero parakeet,EN
AVES,Pyrrhura,griseipectus,,Grey-breasted parakeet,CR
AVES,Pyrrhura,lepida,Pyrrhura perlata perlata,Pearly parakeet,VU
AVES,Pyrrhura,orcesi,,El Oro parakeet,EN
AVES,Pyrrhura,perlata,Pyrrhura rhodogaster rhodogaster,Crimson-bellied parakeet,VU
AVES,Pyrrhura,pfrimeri,,Goias parakeet,EN
AVES,Pyrrhura,snethlageae,,Madeira parakeet,VU
AVES,Pyrrhura,subandina,,Sinu parakeet,CR
AVES,Pyrrhura,viridicata,,Santa Marta parakeet,EN
AMPHIBIA,Quasipaa,boulengeri,Paa boulengeri  ,Boulenger's spiny frog,EN
AMPHIBIA,Quasipaa,exilispinosa,Paa exilispinosa  |Rana paraspinosa  ,Little spiny frog,VU
AMPHIBIA,Quasipaa,fasciculispina,Paa fasciculispina  ,,VU
AMPHIBIA,Quasipaa,jiulongensis,Paa jiulongensis  ,Jiulong spiny frog,VU
AMPHIBIA,Quasipaa,robertingeri,Paa robertingeri  ,,EN
AMPHIBIA,Quasipaa,shini,Paa shini  ,Spiny-flanked frog,VU
AMPHIBIA,Quasipaa,spinosa,Paa spinosa  |Rana latrans  ,Chinese edible frog,VU
AVES,Rallus,antarcticus,,Austral rail,VU
AVES,Rallus,madagascariensis,,Madagascar rail,VU
AVES,Rallus,semiplumbeus,,Bogota rail,EN
AVES,Rallus,wetmorei,,Plain-flanked rail,EN
AMPHIBIA,Ramanella,mormorata,,,EN
AMPHIBIA,Ramanella,nagaoi,,,VU
AMPHIBIA,Ramanella,palmata,,,EN
AMPHIBIA,Ramanella,triangularis,,,VU
INSECTA,Rammeihippus,dinaricus,Microhippus dinaricus ,Ramme's dinaric grasshopper,EN
INSECTA,Rammeihippus,turcicus,Microhippus turcicus,Turkish Black Sea coast grasshopper,VU
AVES,Ramphastos,ariel,,Ariel toucan,EN
AVES,Ramphastos,culminatus,,Yellow-ridged toucan,VU
AVES,Ramphastos,tucanus,,Red-billed toucan,VU
AVES,Ramphastos,vitellinus,,Channel-billed toucan,VU
AVES,Ramphiculus,marchei,Ptilinopus marchei,Flame-breasted fruit-dove,VU
AVES,Ramphiculus,meridionalis,,Lompobattang fruit-dove,VU
AVES,Ramphiculus,subgularis,,Banggai fruit-dove,VU
AVES,Ramphocinclus,brachyurus,,White-breasted thrasher,EN
AVES,Ramphomicron,dorsale,,Black-backed thornbill,EN
AMPHIBIA,Rana,chevronta,,,CR
AMPHIBIA,Rana,draytonii,,California red-legged frog,VU
AMPHIBIA,Rana,holtzi,,Taurus frog,CR
AMPHIBIA,Rana,latastei,,Italian agile frog,VU
AMPHIBIA,Rana,longicrus,,,VU
AMPHIBIA,Rana,muscosa,,Mountain yellow-legged frog,EN
AMPHIBIA,Rana,pretiosa,,Oregon spotted frog,VU
AMPHIBIA,Rana,pyrenaica,,Pyrenean frog,EN
AMPHIBIA,Rana,sauteri,Pseudoamolops sauteri  ,,EN
AMPHIBIA,Rana,sierrae,,Sierra Nevada yellow-legged frog,EN
AMPHIBIA,Rana,tavasensis,,,EN
AMPHIBIA,Ranitomeya,benedicta,,Blessed poison frog,VU
AMPHIBIA,Ranitomeya,summersi,,Summers' poison frog,EN
AMPHIBIA,Ranodon,sibiricus,,Semirechensk salamander,EN
AMPHIBIA,Raorchestes,bobingeri,Philautus bobingeri  |Philautus sp. nov. 'Ponmudi Hills'|Pseudophilautus bobingeri  ,,VU
AMPHIBIA,Raorchestes,bombayensis,Ixalus bombayensis  |Philautus bombayensis  |Pseudophilautus bombayensis  ,,VU
AMPHIBIA,Raorchestes,chalazodes,Ixalus chalazodes  |Philautus chalazodes  |Pseudophilautus chalazodes  ,,CR
AMPHIBIA,Raorchestes,charius,Philautus charius  |Pseudophilautus charius  ,,EN
AMPHIBIA,Raorchestes,chlorosomma,Philautus chlorosomma  |Pseudophilautus chlorosomma  ,Green eyed bushfrog,CR
AMPHIBIA,Raorchestes,chromasynchysi,Philautus chromasynchysi  |Pseudophilautus chromasynchysi  ,Confusing green bushfrog,VU
AMPHIBIA,Raorchestes,dubois,Philautus dubois  |Philautus duboisi|Philautus sp. nov. 'Eravikulam NP'|Pseudophilautus dubois,Koadaikanal bush frog,VU
AMPHIBIA,Raorchestes,glandulosus,Ixalis ? glandulosa|Philautus glandulosus|Philautus noblei  |Phylloderma tenniens  |Pseudophilautus glandulosus,Southern bubble-nest frog,VU
AMPHIBIA,Raorchestes,graminirupes,Philautus graminirupes|Philautus sp. nov. 'Ponmudi 2'|Pseudophilautus graminirupes,,VU
AMPHIBIA,Raorchestes,griet,Philatus sp. nov. 'Munnar 2'|Philautus griet|Pseudophilautus griet,,CR
AMPHIBIA,Raorchestes,kaikatti,Philautus kaikatti  |Pseudophilautus kaikatti  ,Kaikatti bushfrog,CR
AMPHIBIA,Raorchestes,marki,Philautus marki  |Pseudophilautus marki  ,Mark's bushfrog,CR
AMPHIBIA,Raorchestes,munnarensis,Philautus munnarensis|Philautus sp. nov. 'Munnar'|Pseudophilautus munnarensis,,CR
AMPHIBIA,Raorchestes,nerostagona,Philautus nerostagona  |Pseudophilautus nerostagona  ,,EN
AMPHIBIA,Raorchestes,ponmudi,Philatus sp. nov. 'Ponmudi 3'|Philautus ponmudi|Pseudophilautus ponmudi,,CR
AMPHIBIA,Raorchestes,resplendens,,Resplendent shrubfrog,CR
AMPHIBIA,Raorchestes,shillongensis,Philautus shillongensis  |Pseudophilautus shillongensis  ,,CR
AMPHIBIA,Raorchestes,signatus,Ixalus signatus  |Philautus signatus  |Pseudophilautus signatus  ,,EN
AMPHIBIA,Raorchestes,sushili,Philautus sushili  |Pseudophilautus sushili  ,Sushil's bushfrog,CR
AMPHIBIA,Raorchestes,tinniens,Ixalus montanus  |Ixalus punctatus  |Philautus melanensis  |Philautus tinniens|Phyllomedusa ? tinniens|Pseudophilautus tinniens,,EN
AMPHIBIA,Raorchestes,viridis,Philautus viridis  |Pseudophilautus viridis  ,,EN
MAMMALIA,Rattus,burrus,Mus burrescens  |Mus burrulus  |Mus burrus  ,Miller's nicobar rat,EN
MAMMALIA,Rattus,hainaldi,,Hainald's Flores Island rat,EN
MAMMALIA,Rattus,hoogerwerfi,,Hoogerwerf's Sumatran rat,VU
MAMMALIA,Rattus,lugens,,Mentawai Archipelago rat,EN
MAMMALIA,Rattus,mollicomulus,,Lampobatang Sulawesi rat,VU
MAMMALIA,Rattus,montanus,,Sri Lankan mountain rat,EN
MAMMALIA,Rattus,palmarum,Mus palmarum  ,Zelebor's nicobar rat,VU
MAMMALIA,Rattus,ranjiniae,,Ranjini's field rat,EN
MAMMALIA,Rattus,richardsoni,Stenomys richardsoni  ,Glacier rat,VU
MAMMALIA,Rattus,satarae,,Sahyadris forest rat,VU
MAMMALIA,Rattus,simalurensis,,Simalur archipelago rat,EN
MAMMALIA,Rattus,stoicus,Mus rogersi  |Mus stoicus  |Mus taciturnus  |Rattus rogersi  ,Andaman rat,VU
MAMMALIA,Rattus,vandeuseni,Stenomys vandeuseni  ,Van Deusen's rat,EN
MAMMALIA,Rattus,xanthurus,,Northeastern xanthurus rat,VU
MAMMALIA,Reithrodontomys,bakeri,,Baker's small toothed harvest mouse,EN
MAMMALIA,Reithrodontomys,hirsutus,,Hairy harvest mouse,VU
MAMMALIA,Reithrodontomys,raviventris,,Saltmarsh harvest mouse,EN
MAMMALIA,Reithrodontomys,spectabilis,,Cozumel harvest mouse,CR
MAMMALIA,Reithrodontomys,tenuirostris,,Narrow-nosed harvest mouse,VU
AVES,Rhabdotorrhinus,exarhatus,Penelopides exarhatus,Sulawesi hornbill,VU
AVES,Rhabdotorrhinus,waldeni,Aceros waldeni,Rufous-headed hornbill,CR
INSECTA,Rhacocleis,buchichii,Anterastes bucchichi |Rhacocleis bucchichii|Rhacocleis bucchici |Rhacocleis bucchicii|Rhacocleis buchicii,Lesina bush-cricket,EN
AMPHIBIA,Rhacophorus,angulirostris,,,EN
AMPHIBIA,Rhacophorus,annamensis,,,VU
AMPHIBIA,Rhacophorus,arvalis,,,EN
AMPHIBIA,Rhacophorus,aurantiventris,,,EN
AMPHIBIA,Rhacophorus,bimaculatus,Leptomantis  bimaculata |Leptomantis  bimaculatus|Philautus zamboangensis|Philautus  bimaculatus,Mindanao flying frog,VU
AMPHIBIA,Rhacophorus,calcadensis,Rhacophorus beddomii  ,,EN
AMPHIBIA,Rhacophorus,exechopygus,,,VU
AMPHIBIA,Rhacophorus,fasciatus,,,VU
AMPHIBIA,Rhacophorus,helenae,,,EN
AMPHIBIA,Rhacophorus,kio,,,VU
AMPHIBIA,Rhacophorus,lateralis,,Small tree frog,EN
AMPHIBIA,Rhacophorus,minimus,,,EN
AMPHIBIA,Rhacophorus,pseudomalabaricus,,,CR
AMPHIBIA,Rhacophorus,vampyrus,,,EN
